id,doc_date,payment_date,direction,doc_type,counterparty,invoice_no,net,vat_rate,gross,vat_treatment,category,source,reverses,note
L2025-0136,2025-09-16,2025-09-18,income,invoice,Shopify Payments (Auszahlung),AUSZ-202509,413.10,0.00,413.10,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202509.pdf,,
L2025-0137,2025-09-16,2025-10-16,expense,invoice,Karton König e.K.,KART-2025-4259,37.67,19.00,44.83,standard,packaging,archive/finanzen/2025/eingang/KART-2025-4259.pdf,,
L2025-0138,2025-09-17,2025-09-24,income,invoice,Praxis Dr. Lindqvist,RE-2025-131,179.70,0.00,179.70,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-131.pdf,,
L2025-0139,2025-09-18,2025-09-19,expense,invoice,DHL Paket GmbH,DHL-2025-0563,80.31,19.00,95.57,standard,shipping,archive/finanzen/2025/eingang/DHL-2025-0563.pdf,,
L2025-0140,2025-09-20,2025-09-25,income,invoice,PayPal (Auszahlung),AUSZ-202509,373.63,0.00,373.63,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202509.pdf,,
L2025-0141,2025-09-20,2025-09-27,expense,invoice,Hetzner Online GmbH,HETZ-2025-8100,29.25,19.00,34.81,standard,software,archive/finanzen/2025/eingang/HETZ-2025-8100.pdf,,
L2025-0142,2025-09-27,2025-09-30,expense,invoice,Shopify International Ltd.,SHOP-2025-8128,39.60,19.00,47.12,standard,software,archive/finanzen/2025/eingang/SHOP-2025-8128.pdf,,
L2025-0143,2025-10-01,2025-10-08,expense,invoice,Nordic Glass ApS,NORD-2025-3535,472.63,19.00,562.43,standard,goods,archive/finanzen/2025/eingang/NORD-2025-3535.pdf,,
L2025-0144,2025-10-02,2025-10-07,income,invoice,Shopify Payments (Auszahlung),AUSZ-202510,385.66,0.00,385.66,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202510.pdf,,
L2025-0145,2025-10-11,2025-10-18,income,invoice,Buchhandlung Kessler,RE-2025-147,119.40,0.00,119.40,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-147.pdf,,
L2025-0146,2025-10-13,2025-11-30,income,invoice,Café Morgenrot,RE-2025-149,129.84,0.00,129.84,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-149.pdf,,
L2025-0147,2025-10-13,2025-10-27,expense,invoice,Amazon EU S.à r.l.,AMAZ-2025-2590,175.56,0.00,175.56,reverse_charge,fees_marketplace,archive/finanzen/2025/eingang/AMAZ-2025-2590.pdf,,
L2025-0148,2025-10-20,2025-10-20,income,invoice,eBay GmbH,SETTL-202510,403.09,0.00,403.09,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202510.pdf,,
L2025-0149,2025-10-21,2025-11-04,income,invoice,eBay GmbH,SETTL-202510,368.59,0.00,368.59,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202510.pdf,,
L2025-0150,2025-10-22,2025-11-21,expense,invoice,Ratioform GmbH,RATI-2025-4693,42.69,19.00,50.80,standard,packaging,archive/finanzen/2025/eingang/RATI-2025-4693.pdf,,
L2025-0151,2025-10-23,2025-10-24,expense,invoice,sevDesk GmbH,SEVD-2025-2458,41.11,19.00,48.92,standard,software,archive/finanzen/2025/eingang/SEVD-2025-2458.pdf,,
L2025-0152,2025-10-24,2025-10-29,income,invoice,PayPal (Auszahlung),AUSZ-202510,436.77,0.00,436.77,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202510.pdf,,
L2025-0153,2025-10-27,2025-11-26,expense,invoice,Deutsche Post AG,DEUT-2025-6059,90.00,19.00,107.10,standard,shipping,archive/finanzen/2025/eingang/DEUT-2025-6059.pdf,,
L2025-0154,2025-10-27,2025-11-26,expense,invoice,sevDesk GmbH,SEVD-2025-9487,30.09,19.00,35.81,standard,software,archive/finanzen/2025/eingang/SEVD-2025-9487.pdf,,
L2025-0155,2025-10-27,2025-10-28,expense,invoice,Deutsche Post AG,DEUT-2025-4483,22.67,0.00,22.67,exempt,postage,archive/finanzen/2025/eingang/DEUT-2025-4483.pdf,,
L2025-0156,2025-10-28,2025-12-15,income,invoice,Praxis Dr. Lindqvist,RE-2025-148,153.96,0.00,153.96,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-148.pdf,,
L2025-0157,2025-10-28,2025-11-11,expense,invoice,Nordic Glass ApS,NORD-2025-8516,351.39,19.00,418.15,standard,goods,archive/finanzen/2025/eingang/NORD-2025-8516.pdf,,
L2025-0158,2025-10-28,2025-10-31,expense,invoice,Deutsche Post AG,DEUT-2025-2339,71.87,19.00,85.53,standard,shipping,archive/finanzen/2025/eingang/DEUT-2025-2339.pdf,,
L2025-0159,2025-11-01,2025-11-02,expense,invoice,Leinenweberei Voss,LEIN-2025-3234,439.09,19.00,522.52,standard,goods,archive/finanzen/2025/eingang/LEIN-2025-3234.pdf,,
L2025-0160,2025-11-02,2025-11-09,income,invoice,Café Morgenrot,RE-2025-165,186.46,0.00,186.46,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-165.pdf,,
L2025-0161,2025-11-03,2025-11-10,expense,invoice,Deutsche Post AG,DEUT-2025-3367,141.57,19.00,168.47,standard,shipping,archive/finanzen/2025/eingang/DEUT-2025-3367.pdf,,
L2025-0162,2025-11-06,2025-11-20,income,invoice,Shopify Payments (Auszahlung),AUSZ-202511,569.61,0.00,569.61,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202511.pdf,,
L2025-0163,2025-11-06,2025-11-07,expense,invoice,DHL Paket GmbH,DHL-2025-8202,139.07,19.00,165.49,standard,shipping,archive/finanzen/2025/eingang/DHL-2025-8202.pdf,,
L2025-0164,2025-11-06,2025-11-20,expense,invoice,eBay GmbH,EBAY-2025-7033,149.22,0.00,149.22,reverse_charge,fees_marketplace,archive/finanzen/2025/eingang/EBAY-2025-7033.pdf,,
L2025-0165,2025-11-07,2025-11-28,expense,invoice,Ratioform GmbH,RATI-2025-1998,58.34,19.00,69.42,standard,packaging,archive/finanzen/2025/eingang/RATI-2025-1998.pdf,,
L2025-0166,2025-11-12,2025-12-15,income,invoice,Café Morgenrot,RE-2025-163,152.54,0.00,152.54,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-163.pdf,,
L2025-0167,2025-11-12,2025-12-03,expense,invoice,Shopify International Ltd.,SHOP-2025-5157,50.26,19.00,59.81,standard,software,archive/finanzen/2025/eingang/SHOP-2025-5157.pdf,,
L2025-0168,2025-11-12,2025-12-03,expense,invoice,Deutsche Post AG,DEUT-2025-1986,29.71,0.00,29.71,exempt,postage,archive/finanzen/2025/eingang/DEUT-2025-1986.pdf,,
L2025-0169,2025-11-14,2025-11-26,income,invoice,Praxis Dr. Lindqvist,RE-2025-164,184.10,0.00,184.10,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-164.pdf,,
L2025-0170,2025-11-15,2025-11-29,expense,invoice,sevDesk GmbH,SEVD-2025-7993,55.51,19.00,66.06,standard,software,archive/finanzen/2025/eingang/SEVD-2025-7993.pdf,,
L2025-0171,2025-11-16,2025-11-25,income,invoice,Amazon EU S.à r.l.,SETTL-202511,476.19,0.00,476.19,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202511.pdf,,
L2025-0172,2025-11-19,2025-12-19,expense,invoice,Leinenweberei Voss,LEIN-2025-4314,370.35,19.00,440.72,standard,goods,archive/finanzen/2025/eingang/LEIN-2025-4314.pdf,,
L2025-0173,2025-11-22,2025-11-22,income,invoice,eBay GmbH,SETTL-202511,496.05,0.00,496.05,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202511.pdf,,
L2025-0174,2025-11-23,2025-11-25,income,invoice,Shopify Payments (Auszahlung),AUSZ-202511,686.86,0.00,686.86,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202511.pdf,,
L2025-0175,2025-12-02,2025-12-02,expense,invoice,Deutsche Post AG,DEUT-2025-9346,97.57,19.00,116.11,standard,shipping,archive/finanzen/2025/eingang/DEUT-2025-9346.pdf,,
L2025-0176,2025-12-02,2025-12-23,expense,invoice,Ratioform GmbH,RATI-2025-9962,61.80,19.00,73.54,standard,packaging,archive/finanzen/2025/eingang/RATI-2025-9962.pdf,,
L2025-0177,2025-12-03,2025-12-04,expense,invoice,sevDesk GmbH,SEVD-2025-4277,44.22,19.00,52.62,standard,software,archive/finanzen/2025/eingang/SEVD-2025-4277.pdf,,
L2025-0178,2025-12-05,2025-12-25,income,invoice,Buchhandlung Kessler,RE-2025-180,162.84,0.00,162.84,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-180.pdf,,
L2025-0179,2025-12-05,2025-12-08,expense,invoice,Shopify International Ltd.,SHOP-2025-0535,59.37,19.00,70.65,standard,software,archive/finanzen/2025/eingang/SHOP-2025-0535.pdf,,
L2025-0180,2025-12-09,2025-12-30,expense,invoice,Nordic Glass ApS,NORD-2025-7652,493.14,19.00,586.84,standard,goods,archive/finanzen/2025/eingang/NORD-2025-7652.pdf,,
L2025-0181,2025-12-13,2025-12-13,income,invoice,eBay GmbH,SETTL-202512,555.58,0.00,555.58,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202512.pdf,,
L2025-0182,2025-12-14,2025-12-14,income,invoice,Shopify Payments (Auszahlung),AUSZ-202512,756.13,0.00,756.13,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202512.pdf,,
L2025-0183,2025-12-21,2025-12-26,income,invoice,Shopify Payments (Auszahlung),AUSZ-202512,566.45,0.00,566.45,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202512.pdf,,
L2025-0184,2025-12-21,2025-12-23,income,invoice,eBay GmbH,SETTL-202512,537.13,0.00,537.13,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202512.pdf,,
L2025-0185,2025-12-27,2025-12-30,expense,invoice,Deutsche Post AG,DEUT-2025-0709,165.31,19.00,196.72,standard,shipping,archive/finanzen/2025/eingang/DEUT-2025-0709.pdf,,
