id,doc_date,payment_date,direction,doc_type,counterparty,invoice_no,net,vat_rate,gross,vat_treatment,category,source,reverses,note
L2025-0135,2025-09-16,2025-09-25,income,invoice,Amazon EU S.à r.l.,SETTL-202509,388.91,0.00,388.91,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202509.pdf,,
L2025-0136,2025-09-18,2025-10-21,income,invoice,Buchhandlung Kessler,RE-2025-132,191.00,0.00,191.00,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-132.pdf,,
L2025-0137,2025-09-19,2025-10-19,expense,invoice,Leinenweberei Voss,LEIN-2025-6747,426.04,19.00,506.99,standard,goods,archive/finanzen/2025/eingang/LEIN-2025-6747.pdf,,
L2025-0138,2025-09-19,2025-10-10,expense,invoice,eBay GmbH,EBAY-2025-9901,187.04,0.00,187.04,reverse_charge,fees_marketplace,archive/finanzen/2025/eingang/EBAY-2025-9901.pdf,,
L2025-0139,2025-09-19,2025-09-22,expense,invoice,Hetzner Online GmbH,HETZ-2025-3438,40.98,19.00,48.77,standard,software,archive/finanzen/2025/eingang/HETZ-2025-3438.pdf,,
L2025-0140,2025-09-24,2025-10-01,expense,invoice,Karton König e.K.,KART-2025-2936,51.42,19.00,61.19,standard,packaging,archive/finanzen/2025/eingang/KART-2025-2936.pdf,,
L2025-0141,2025-09-25,2025-09-28,expense,invoice,DHL Paket GmbH,DHL-2025-8749,98.95,19.00,117.75,standard,shipping,archive/finanzen/2025/eingang/DHL-2025-8749.pdf,,
L2025-0142,2025-09-25,2025-09-26,expense,invoice,Deutsche Post AG,DEUT-2025-3479,21.60,0.00,21.60,exempt,postage,archive/finanzen/2025/eingang/DEUT-2025-3479.pdf,,
L2025-0143,2025-09-27,2025-09-30,expense,invoice,Leinenweberei Voss,LEIN-2025-4120,517.54,19.00,615.87,standard,goods,archive/finanzen/2025/eingang/LEIN-2025-4120.pdf,,
L2025-0144,2025-10-02,2025-10-16,expense,invoice,sevDesk GmbH,SEVD-2025-4750,54.28,19.00,64.59,standard,software,archive/finanzen/2025/eingang/SEVD-2025-4750.pdf,,
L2025-0145,2025-10-03,2025-10-03,expense,invoice,eBay GmbH,EBAY-2025-5046,236.18,0.00,236.18,reverse_charge,fees_marketplace,archive/finanzen/2025/eingang/EBAY-2025-5046.pdf,,
L2025-0146,2025-10-04,2025-10-11,income,invoice,Hofladen Wiese,RE-2025-148,232.47,0.00,232.47,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-148.pdf,,
L2025-0147,2025-10-05,2025-10-12,expense,invoice,Deutsche Post AG,DEUT-2025-2954,153.96,19.00,183.21,standard,shipping,archive/finanzen/2025/eingang/DEUT-2025-2954.pdf,,
L2025-0148,2025-10-07,2025-10-07,income,invoice,eBay GmbH,SETTL-202510,547.70,0.00,547.70,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202510.pdf,,
L2025-0149,2025-10-07,2025-10-21,expense,invoice,Deutsche Post AG,DEUT-2025-3964,27.73,0.00,27.73,exempt,postage,archive/finanzen/2025/eingang/DEUT-2025-3964.pdf,,
L2025-0150,2025-10-09,2025-10-16,expense,invoice,Karton König e.K.,KART-2025-9400,82.91,19.00,98.66,standard,packaging,archive/finanzen/2025/eingang/KART-2025-9400.pdf,,
L2025-0151,2025-10-13,2025-10-15,income,invoice,Shopify Payments (Auszahlung),AUSZ-202510,574.28,0.00,574.28,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202510.pdf,,
L2025-0152,2025-10-13,2025-10-16,expense,invoice,Leinenweberei Voss,LEIN-2025-2722,460.41,19.00,547.89,standard,goods,archive/finanzen/2025/eingang/LEIN-2025-2722.pdf,,
L2025-0153,2025-10-18,2025-10-21,expense,invoice,sevDesk GmbH,SEVD-2025-8868,46.03,19.00,54.78,standard,software,archive/finanzen/2025/eingang/SEVD-2025-8868.pdf,,
L2025-0154,2025-10-19,2025-10-19,income,invoice,Amazon EU S.à r.l.,SETTL-202510,399.55,0.00,399.55,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202510.pdf,,
L2025-0155,2025-10-20,2025-10-25,income,invoice,Shopify Payments (Auszahlung),AUSZ-202510,500.20,0.00,500.20,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202510.pdf,,
L2025-0156,2025-10-20,2025-11-03,expense,invoice,Deutsche Post AG,DEUT-2025-0965,104.99,19.00,124.94,standard,shipping,archive/finanzen/2025/eingang/DEUT-2025-0965.pdf,,
L2025-0157,2025-10-24,2025-11-26,income,invoice,Praxis Dr. Lindqvist,RE-2025-149,254.89,0.00,254.89,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-149.pdf,,
L2025-0158,2025-10-26,2025-11-09,expense,invoice,Holzwerk Brandt GmbH,HOLZ-2025-7539,433.13,19.00,515.42,standard,goods,archive/finanzen/2025/eingang/HOLZ-2025-7539.pdf,,
L2025-0159,2025-11-02,2025-11-11,income,invoice,Amazon EU S.à r.l.,SETTL-202511,502.00,0.00,502.00,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202511.pdf,,
L2025-0160,2025-11-02,2025-12-02,expense,invoice,Leinenweberei Voss,LEIN-2025-2278,878.34,19.00,1045.22,standard,goods,archive/finanzen/2025/eingang/LEIN-2025-2278.pdf,,
L2025-0161,2025-11-06,2025-11-27,expense,invoice,Hetzner Online GmbH,HETZ-2025-7459,69.08,19.00,82.21,standard,software,archive/finanzen/2025/eingang/HETZ-2025-7459.pdf,,
L2025-0162,2025-11-07,2025-11-09,income,invoice,Shopify Payments (Auszahlung),AUSZ-202511,871.36,0.00,871.36,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202511.pdf,,
L2025-0163,2025-11-07,2025-11-19,income,invoice,Hofladen Wiese,RE-2025-163,382.03,0.00,382.03,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-163.pdf,,
L2025-0164,2025-11-07,2025-11-28,expense,invoice,eBay GmbH,EBAY-2025-5479,245.27,0.00,245.27,reverse_charge,fees_marketplace,archive/finanzen/2025/eingang/EBAY-2025-5479.pdf,,
L2025-0165,2025-11-09,2025-11-23,income,invoice,Amazon EU S.à r.l.,SETTL-202511,612.22,0.00,612.22,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202511.pdf,,
L2025-0166,2025-11-13,2025-11-16,expense,invoice,Shopify International Ltd.,SHOP-2025-5659,84.08,19.00,100.06,standard,software,archive/finanzen/2025/eingang/SHOP-2025-5659.pdf,,
L2025-0167,2025-11-14,2025-11-28,expense,invoice,Deutsche Post AG,DEUT-2025-6837,113.42,19.00,134.97,standard,shipping,archive/finanzen/2025/eingang/DEUT-2025-6837.pdf,,
L2025-0168,2025-11-16,2025-12-16,expense,invoice,Leinenweberei Voss,LEIN-2025-4739,553.12,19.00,658.21,standard,goods,archive/finanzen/2025/eingang/LEIN-2025-4739.pdf,,
L2025-0169,2025-11-17,2025-12-20,income,invoice,Buchhandlung Kessler,RE-2025-164,296.78,0.00,296.78,kleinunternehmer,sales_local,archive/finanzen/2025/ausgang/RE-2025-164.pdf,,
L2025-0170,2025-11-23,2025-11-30,expense,invoice,Ratioform GmbH,RATI-2025-0659,100.91,19.00,120.08,standard,packaging,archive/finanzen/2025/eingang/RATI-2025-0659.pdf,,
L2025-0171,2025-11-24,2025-11-27,expense,invoice,Deutsche Post AG,DEUT-2025-4413,143.31,19.00,170.54,standard,shipping,archive/finanzen/2025/eingang/DEUT-2025-4413.pdf,,
L2025-0172,2025-11-26,2025-11-29,expense,invoice,Deutsche Post AG,DEUT-2025-4822,46.18,0.00,46.18,exempt,postage,archive/finanzen/2025/eingang/DEUT-2025-4822.pdf,,
L2025-0173,2025-11-28,2025-11-28,income,invoice,Shopify Payments (Auszahlung),AUSZ-202511,943.41,0.00,943.41,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202511.pdf,,
L2025-0174,2025-12-07,2025-12-10,expense,invoice,Deutsche Post AG,DEUT-2025-6774,186.75,19.00,222.23,standard,shipping,archive/finanzen/2025/eingang/DEUT-2025-6774.pdf,,
L2025-0175,2025-12-09,2025-12-23,income,invoice,Amazon EU S.à r.l.,SETTL-202512,706.49,0.00,706.49,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202512.pdf,,
L2025-0176,2025-12-10,2025-12-31,expense,invoice,Holzwerk Brandt GmbH,HOLZ-2025-6190,890.26,19.00,1059.41,standard,goods,archive/finanzen/2025/eingang/HOLZ-2025-6190.pdf,,
L2025-0177,2025-12-10,2025-12-10,expense,invoice,Holzwerk Brandt GmbH,HOLZ-2025-7536,795.83,19.00,947.04,standard,goods,archive/finanzen/2025/eingang/HOLZ-2025-7536.pdf,,
L2025-0178,2025-12-11,2025-12-13,income,invoice,Shopify Payments (Auszahlung),AUSZ-202512,929.29,0.00,929.29,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202512.pdf,,
L2025-0179,2025-12-11,2025-12-18,expense,invoice,Deutsche Post AG,DEUT-2025-6159,46.57,0.00,46.57,exempt,postage,archive/finanzen/2025/eingang/DEUT-2025-6159.pdf,,
L2025-0180,2025-12-13,2025-12-27,expense,invoice,Ratioform GmbH,RATI-2025-3083,155.43,19.00,184.96,standard,packaging,archive/finanzen/2025/eingang/RATI-2025-3083.pdf,,
L2025-0181,2025-12-15,2025-12-15,income,invoice,Amazon EU S.à r.l.,SETTL-202512,601.77,0.00,601.77,kleinunternehmer,sales_marketplace,archive/finanzen/2025/ausgang/SETTL-202512.pdf,,
L2025-0182,2025-12-15,2025-12-29,expense,invoice,eBay GmbH,EBAY-2025-2043,223.60,0.00,223.60,reverse_charge,fees_marketplace,archive/finanzen/2025/eingang/EBAY-2025-2043.pdf,,
L2025-0183,2025-12-17,2025-12-17,income,invoice,Shopify Payments (Auszahlung),AUSZ-202512,827.60,0.00,827.60,kleinunternehmer,sales_shop,archive/finanzen/2025/ausgang/AUSZ-202512.pdf,,
L2025-0184,2025-12-23,2025-12-24,expense,invoice,DHL Paket GmbH,DHL-2025-0756,192.56,19.00,229.15,standard,shipping,archive/finanzen/2025/eingang/DHL-2025-0756.pdf,,
